"filename"	"speaker"	"exp"	"rep"	"context_nr"	"context"	"block"	"trial"	"condition"	"name1"	"name2"	"item2"	"L1"	"L1t"	"H1"	"H1t"	"rise1"	"f0n1"	"slopen1"	"L2"	"L2t"	"H2"	"H2t"	"rise2"	"f0n2"	"slopen2"	"s4dur"	"s4reln1"	"s4glott"	"s8dur"	"s8reln2"	"s8glott"	"p1dur"	"p1relutt"	"p2dur"	"p3dur"	"p3relutt"	"p4dur"	"c1dur"	"c2dur"	"utt_dur.ms."	"hes"	"comments"	"p3_p1relutt"	"C2vsC1"	"C3vsC1"	"C4vsC1"	"C5vsC1"
"09_C05_b5_t06_r1_leni_nob"	"9"	"1b"	"r1"	"C05"	"noise"	"b5"	"t06"	"nob"	"manni"	"leni_"	"09_C05_b5_t06_r1leni_"	"178.34"	"0.35"	"307.02"	"0.64"	"9.4"	"rise"	"33.218"	"203.17"	"1.03"	"263.46"	"1.3"	"4.5"	"rise"	"16.238"	"139.3"	"34.568"	"0"	"134.19"	"32.14"	"0"	0	"0"	"0"	0	"0"	"0"	"242.86"	"237.19"	1775.18	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t07_r1_moni_bra"	"9"	"1b"	"r1"	"C05"	"noise"	"b5"	"t07"	"bra"	"nelli"	"moni_"	"09_C05_b5_t07_r1moni_"	"200.19"	"0.33"	"234.98"	"0.58"	"2.77"	"rise"	"11.211"	"182.45"	"0.96"	"349.28"	"1.34"	"11.24"	"rise"	"29.692"	"100.14"	"30.746"	"0"	"214.7"	"39.665"	"0"	0	"0"	"0"	337.29	"15.064"	"0"	"240.07"	"320.07"	2239.04	"0"	NA	15.0640453051308	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t08_r1_mimmi_nob"	"9"	"1b"	"r1"	"C05"	"noise"	"b5"	"t08"	"nob"	"leni_"	"mimmi"	"09_C05_b5_t08_r1mimmi"	"196.51"	"0.34"	"282.96"	"0.66"	"6.31"	"rise"	"19.594"	"210.74"	"0.97"	"243.63"	"1.24"	"2.51"	"rise"	"9.438"	"123.3"	"29.354"	"0"	"106.94"	"31.712"	"0"	0	"0"	"0"	0	"0"	"0"	"227.77"	"218.29"	1724.5	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t09_r1_lilli_bra"	"9"	"1b"	"r1"	"C05"	"noise"	"b5"	"t09"	"bra"	"moni_"	"lilli"	"09_C05_b5_t09_r1lilli"	"199.65"	"0.39"	"235.41"	"0.55"	"2.85"	"rise"	"17.822"	"196.45"	"0.95"	"357.4"	"1.28"	"10.36"	"rise"	"31.559"	"106.44"	"28.234"	"0"	"181.69"	"47.331"	"0"	0	"0"	"0"	519.88	"22.103"	"0"	"246.49"	"313.33"	2352.11	"0"	NA	22.1027077815238	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t10_r1_nelli_nob"	"9"	"1b"	"r1"	"C05"	"noise"	"b5"	"t10"	"nob"	"mimmi"	"nelli"	"09_C05_b5_t10_r1nelli"	"212.21"	"0.35"	"291.97"	"0.63"	"5.52"	"rise"	"19.822"	"216.45"	"1.03"	"239.61"	"1.25"	"1.76"	"rise"	"8.076"	"121.58"	"33.322"	"0"	"111.28"	"29.494"	"0"	0	"0"	"0"	0	"0"	"0"	"250.61"	"235.03"	1769.76	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t11_r1_manni_bra"	"9"	"1b"	"r1"	"C05"	"noise"	"b5"	"t11"	"bra"	"lilli"	"manni"	"09_C05_b5_t11_r1manni"	"208.81"	"0.36"	"303.51"	"0.62"	"6.47"	"rise"	"24.847"	"182.61"	"0.97"	"342.54"	"1.28"	"10.89"	"rise"	"34.644"	"140.85"	"38.496"	"0"	"167.19"	"39.207"	"0"	0	"0"	"0"	534.64	"23.37"	"0"	"214.02"	"281.37"	2287.72	"0"	NA	23.3699928312905	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t12_r1_moni_nob"	"9"	"1b"	"r1"	"C05"	"noise"	"b5"	"t12"	"nob"	"nelli"	"moni_"	"09_C05_b5_t12_r1moni_"	"200.19"	"0.34"	"330.29"	"0.63"	"8.67"	"rise"	"29.099"	"196.08"	"1.03"	"264.68"	"1.26"	"5.19"	"rise"	"21.806"	"140.63"	"35.973"	"0"	"88.67"	"27.211"	"0"	0	"0"	"0"	0	"0"	"0"	"274.75"	"201.79"	1620.09	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t13_r2_leni_nob"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t13"	"nob"	"manni"	"leni_"	"09_C05_b5_t13_r2leni_"	"193.16"	"0.34"	"290.72"	"0.57"	"7.08"	"rise"	"31.945"	"200.06"	"0.94"	"242.08"	"1.21"	"3.3"	"rise"	"12.351"	"121.17"	"33.785"	"0"	"115.69"	"29.808"	"0"	0	"0"	"0"	0	"0"	"0"	"201.25"	"246.74"	1706.87	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t14_r2_lilli_bra"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t14"	"bra"	"moni_"	"lilli"	"09_C05_b5_t14_r2lilli"	"191.37"	"0.36"	"233.15"	"0.63"	"3.42"	"rise"	"12.665"	"200.9"	"0.99"	"346.98"	"1.31"	"9.46"	"rise"	"29.639"	"130.46"	"30.39"	"0"	"177.18"	"46.101"	"0"	0	"0"	"0"	490.83	"20.6"	"0"	"240.03"	"307.73"	2382.7	"0"	" name3 versprecher mona"	20.5997397909934	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t15_r2_nelli_nob"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t15"	"nob"	"mimmi"	"nelli"	"09_C05_b5_t15_r2nelli"	"207.37"	"0.35"	"298.38"	"0.61"	"6.3"	"rise"	"23.509"	"190.49"	"0.98"	"248.09"	"1.18"	"4.57"	"rise"	"23.131"	"122.57"	"33.19"	"0"	"99.41"	"30.55"	"0"	0	"0"	"0"	0	"0"	"0"	"234.16"	"237.09"	1684.29	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t16_r2_leni_bra"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t16"	"bra"	"manni"	"leni_"	"09_C05_b5_t16_r2leni_"	"177.75"	"0.41"	"316.05"	"0.64"	"9.96"	"rise"	"43.037"	"186.11"	"0.94"	"262.05"	"1.23"	"5.92"	"rise"	"20.429"	"130.39"	"34.216"	"0"	"120.4"	"33.509"	"0"	0	"0"	"0"	256.41	"12.699"	"0"	"239.31"	"306.46"	2019.09	"0"	" hes und2 versprecher"	12.6992853216053	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t17_r2_moni_nob"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t17"	"nob"	"nelli"	"moni_"	"09_C05_b5_t17_r2moni_"	"175.95"	"0.35"	"348.15"	"0.66"	"11.81"	"rise"	"38.489"	"195.89"	"1.04"	"270.83"	"1.32"	"5.61"	"rise"	"19.635"	"134.89"	"33.48"	"0"	"114.51"	"30.938"	"0"	0	"0"	"0"	0	"0"	"0"	"298.44"	"241.02"	1844.11	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t18_r2_manni_bra"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t18"	"bra"	"lilli"	"manni"	"09_C05_b5_t18_r2manni"	"183.91"	"0.35"	"220.85"	"0.6"	"3.17"	"rise"	"12.576"	"186.57"	"1.02"	"339.42"	"1.31"	"10.36"	"rise"	"35.216"	"119.88"	"33.782"	"0"	"181.83"	"41.753"	"0"	0	"0"	"0"	349.56	"16.256"	"0"	"257.41"	"265.95"	2150.28	"0"	NA	16.2564875272058	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t19_r2_mimmi_nob"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t19"	"nob"	"leni_"	"mimmi"	"09_C05_b5_t19_r2mimmi"	"197.04"	"0.34"	"282.78"	"0.61"	"6.25"	"rise"	"23.304"	"211.08"	"1"	"242.22"	"1.27"	"2.38"	"rise"	"8.979"	"145.02"	"34.139"	"0"	"121.68"	"35.124"	"0"	0	"0"	"0"	0	"0"	"0"	"242.92"	"210.05"	1750.87	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t20_r2_lilli_nob"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t20"	"nob"	"moni_"	"lilli"	"09_C05_b5_t20_r2lilli"	"198.45"	"0.36"	"294.33"	"0.7"	"6.82"	"rise"	"20.28"	"209.46"	"1.01"	"245.1"	"1.24"	"2.72"	"rise"	"11.719"	"125.84"	"28.345"	"0"	"111.78"	"36.451"	"0"	0	"0"	"0"	0	"0"	"0"	"231.1"	"269.24"	1733.88	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t21_r2_nelli_bra"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t21"	"bra"	"mimmi"	"nelli"	"09_C05_b5_t21_r2nelli"	"224.95"	"0.35"	"274.14"	"0.56"	"3.42"	"rise"	"16.584"	"181.45"	"1.01"	"343.06"	"1.26"	"11.03"	"rise"	"44.81"	"90.53"	"28.074"	"0"	"169.53"	"38.318"	"0"	0	"0"	"0"	539.18	"24.09"	"0"	"222.58"	"259.19"	2238.15	"0"	NA	24.0904318298595	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t23_r2_mimmi_bra"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t23"	"bra"	"leni_"	"mimmi"	"09_C05_b5_t23_r2mimmi"	"201.35"	"0.41"	"235.94"	"0.6"	"2.74"	"rise"	"14.394"	"177.34"	"1.1"	"336.82"	"1.41"	"11.11"	"rise"	"36.835"	"125.42"	"28.169"	"0"	"0"	"48.3"	"0"	0	"0"	"0"	395.04	"16.527"	"0"	"266.91"	"353.02"	2390.21	"0"	NA	16.5274180929709	-0.2	0.8	-0.2	-0.2
"09_C05_b5_t24_r2_moni_bra"	"9"	"1b"	"r2"	"C05"	"noise"	"b5"	"t24"	"bra"	"nelli"	"moni_"	"09_C05_b5_t24_r2moni_"	"208.22"	"0.38"	"223.95"	"0.59"	"1.26"	"rise"	"5.844"	"179.44"	"1"	"339.17"	"1.39"	"11.02"	"rise"	"28.586"	"120.51"	"35.008"	"0"	"178.43"	"35.758"	"0"	0	"0"	"0"	537.93	"21.172"	"0"	"270.73"	"357.4"	2540.77	"0"	NA	21.171928194996	-0.2	0.8	-0.2	-0.2
"11_C01_b1_t02_r1_lilli_bra"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t02"	"bra"	"moni_"	"lilli"	"11_C01_b1_t02_r1lilli"	"186.13"	"0.33"	"248"	"0.55"	"4.97"	"rise"	"21.884"	"160.09"	"0.9"	"281.16"	"1.26"	"9.75"	"rise"	"27.583"	"88.64"	"27.648"	"0"	"204.84"	"46.04"	"0"	0	"0"	"0"	369.94	"17.028"	"0"	"242.04"	"251.32"	2172.58	"0"	NA	17.0276813742187	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t04_r1_leni_bra"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t04"	"bra"	"manni"	"leni_"	"11_C01_b1_t04_r1leni_"	"144.22"	"0.45"	"260.12"	"0.74"	"10.21"	"rise"	"35.371"	"139.11"	"1.19"	"234.08"	"1.6"	"9.01"	"rise"	"22.065"	"180.24"	"35.606"	"0"	"172.94"	"34.761"	"0"	92.89	"3.683"	"0"	489.5	"19.408"	"0"	"234.84"	"205.08"	2522.2	"0"	NA	15.7247640948378	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t05_r1_moni_nob"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t05"	"nob"	"nelli"	"moni_"	"11_C01_b1_t05_r1moni_"	"155.82"	"0.46"	"307.74"	"0.82"	"11.78"	"rise"	"32.321"	"140.8"	"1.44"	"239.3"	"1.8"	"9.18"	"rise"	"25.611"	"204.38"	"36.313"	"0"	"187.34"	"38.256"	"0"	221.58	"8.454"	"0"	401.43	"15.315"	"0"	"258.69"	"213.15"	2621.13	"0"	NA	6.86154444838676	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t06_r1_manni_bra"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t06"	"bra"	"lilli"	"manni"	"11_C01_b1_t06_r1manni"	"191.76"	"0.33"	"281.6"	"0.57"	"6.65"	"rise"	"28.641"	"161.28"	"1.05"	"289.99"	"1.38"	"10.16"	"rise"	"30.071"	"116.13"	"33.264"	"0"	"195.88"	"41.781"	"0"	0	"0"	"0"	644.65	"25.541"	"0"	"292.91"	"312.88"	2523.98	"0"	NA	25.5410106260747	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t07_r1_mimmi_nob"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t07"	"nob"	"leni_"	"mimmi"	"11_C01_b1_t07_r1mimmi"	"169.29"	"0.35"	"264.73"	"0.66"	"7.74"	"rise"	"25.408"	"182.17"	"1.21"	"226.71"	"1.41"	"3.79"	"rise"	"19.681"	"161.8"	"33.772"	"0"	"228.23"	"46.391"	"0"	82.85	"3.841"	"0"	103.03	"4.777"	"0"	"303.19"	"240.59"	2156.85	"0"	NA	0.935623710503744	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t08_r1_lilli_nob"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t08"	"nob"	"moni_"	"lilli"	"11_C01_b1_t08_r1lilli"	"186.13"	"0.34"	"247.52"	"0.6"	"4.93"	"rise"	"18.727"	"186.2"	"1.04"	"216.39"	"1.27"	"2.6"	"rise"	"11.619"	"201.41"	"43.493"	"0"	"162.83"	"42.42"	"0"	53.42	"2.713"	"0"	72.55	"3.684"	"0"	"195.47"	"275.17"	1969.48	"0"	NA	0.971322379511343	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t09_r1_nelli_bra"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t09"	"bra"	"mimmi"	"nelli"	"11_C01_b1_t09_r1nelli"	"169.65"	"0.34"	"261.75"	"0.62"	"7.51"	"rise"	"26.85"	"148.75"	"1.07"	"329.4"	"1.43"	"13.76"	"rise"	"37.888"	"151.17"	"36.504"	"0"	"208.28"	"43.941"	"0"	0	"0"	"0"	475.17	"20.351"	"0"	"275.24"	"262.69"	2334.84	"0"	NA	20.3512874543866	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t10_r1_manni_nob"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t10"	"nob"	"lilli"	"manni"	"11_C01_b1_t10_r1manni"	"171.91"	"0.36"	"283.2"	"0.72"	"8.64"	"rise"	"24.105"	"157.38"	"1.28"	"227.27"	"1.57"	"6.36"	"rise"	"21.653"	"189.74"	"38.399"	"0"	"188.09"	"43.149"	"0"	410.03	"19.844"	"0"	62.95	"3.046"	"0"	"0"	"0"	2066.29	"0"	NA	-16.7972549835696	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t11_r1_mimmi_bra"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t11"	"bra"	"leni_"	"mimmi"	"11_C01_b1_t11_r1mimmi"	"174.01"	"0.34"	"270.95"	"0.66"	"7.67"	"rise"	"24.323"	"168.3"	"1.08"	"288.81"	"1.43"	"9.35"	"rise"	"27.014"	"0"	"41.581"	"0"	"0"	"44.111"	"0"	0	"0"	"0"	321.3	"13.737"	"0"	"0"	"0"	2338.91	"0"	NA	13.7371681680783	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t12_r1_moni_bra"	"11"	"1b"	"r1"	"C01"	"young"	"b1"	"t12"	"bra"	"nelli"	"moni_"	"11_C01_b1_t12_r1moni_"	"164.85"	"0.37"	"281.92"	"0.68"	"9.29"	"rise"	"29.242"	"135.3"	"1.42"	"211.75"	"1.16"	"7.76"	"fall"	"-29.249"	"126.74"	"29.719"	"0"	"198.12"	"37.472"	"0"	0	"0"	"0"	356.74	"16.004"	"0"	"251.15"	"238.34"	2229.05	"0"	NA	16.0041273188129	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t13_r2_leni_nob"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t13"	"nob"	"manni"	"leni_"	"11_C01_b1_t13_r2leni_"	"161.81"	"0.42"	"258.3"	"0.64"	"8.1"	"rise"	"36.453"	"156.19"	"1.05"	"206.64"	"1.33"	"4.85"	"rise"	"17.564"	"113.38"	"27.643"	"0"	"111.12"	"27.751"	"0"	0	"0"	"0"	0	"0"	"0"	"300.39"	"386.38"	1943.35	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t14_r2_lilli_nob"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t14"	"nob"	"moni_"	"lilli"	"11_C01_b1_t14_r2lilli"	"177.69"	"0.35"	"266.48"	"0.62"	"7.02"	"rise"	"26.046"	"173.07"	"1.04"	"218.24"	"1.3"	"4.01"	"rise"	"15.462"	"146.69"	"33.378"	"0"	"165.76"	"40.528"	"0"	0	"0"	"0"	101.03	"5.094"	"0"	"276.97"	"260.22"	1983.14	"0"	NA	5.09444618130843	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t15_r2_mimmi_bra"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t15"	"bra"	"leni_"	"mimmi"	"11_C01_b1_t15_r2mimmi"	"184.45"	"0.37"	"265.67"	"0.62"	"6.32"	"rise"	"25.363"	"171.64"	"1.02"	"290.15"	"1.39"	"9.09"	"rise"	"24.559"	"118.76"	"28.924"	"0"	"218.31"	"49.03"	"0"	0	"0"	"0"	384.43	"16.765"	"0"	"276.85"	"265.04"	2293.12	"0"	NA	16.7644955344683	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t16_r2_manni_nob"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t16"	"nob"	"lilli"	"manni"	"11_C01_b1_t16_r2manni"	"187.3"	"0.35"	"265.83"	"0.66"	"6.06"	"rise"	"19.603"	"159.58"	"1.09"	"214.54"	"1.37"	"5.12"	"rise"	"18.009"	"147.05"	"33.369"	"0"	"185.79"	"42.313"	"0"	0	"0"	"0"	0	"0"	"0"	"315.39"	"298.58"	1973.18	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t17_r2_nelli_bra"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t17"	"bra"	"mimmi"	"nelli"	"11_C01_b1_t17_r2nelli"	"189.81"	"0.33"	"231.58"	"0.52"	"3.44"	"rise"	"18.432"	"159.11"	"1"	"254.85"	"1.34"	"8.16"	"rise"	"23.954"	"100.33"	"29.379"	"0"	"0"	"41.339"	"0"	0	"0"	"0"	363.79	"16.479"	"0"	"279.03"	"351.85"	2207.58	"0"	NA	16.4791309941203	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t18_r2_leni_bra"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t18"	"bra"	"manni"	"leni_"	"11_C01_b1_t18_r2leni_"	"186.53"	"0.36"	"216.36"	"0.59"	"2.57"	"rise"	"11.039"	"158.18"	"0.99"	"223.33"	"1.36"	"5.97"	"rise"	"16.133"	"105.12"	"28.073"	"0"	"205.65"	"43.047"	"0"	0	"0"	"0"	274.3	"12.363"	"0"	"268.68"	"371.49"	2218.63	"0"	NA	12.3634855744311	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t19_r2_moni_nob"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t19"	"nob"	"nelli"	"moni_"	"11_C01_b1_t19_r2moni_"	"176.81"	"0.35"	"252.69"	"0.69"	"6.18"	"rise"	"17.897"	"165.37"	"1.08"	"199.74"	"1.31"	"3.27"	"rise"	"14.519"	"124.8"	"28.403"	"0"	"93.14"	"24.026"	"0"	0	"0"	"0"	0	"0"	"0"	"287.15"	"283.84"	1830.65	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t20_r2_manni_bra"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t20"	"bra"	"lilli"	"manni"	"11_C01_b1_t20_r2manni"	"178.56"	"0.33"	"271"	"0.6"	"7.22"	"rise"	"26.204"	"149.44"	"1.1"	"212.8"	"1.44"	"6.12"	"rise"	"17.983"	"121.16"	"30.866"	"0"	"184.22"	"39.772"	"0"	0	"0"	"0"	234.3	"10.392"	"0"	"329.37"	"395.01"	2254.7	"0"	NA	10.3916263804497	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t21_r2_nelli_nob"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t21"	"nob"	"mimmi"	"nelli"	"11_C01_b1_t21_r2nelli"	"182.85"	"0.36"	"265.01"	"0.63"	"6.43"	"rise"	"23.729"	"158.86"	"1.16"	"207.81"	"1.37"	"4.65"	"rise"	"21.901"	"117.71"	"28.151"	"0"	"79.17"	"22.698"	"0"	0	"0"	"0"	0	"0"	"0"	"346.04"	"269.54"	1764.22	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t22_r2_lilli_bra"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t22"	"bra"	"moni_"	"lilli"	"11_C01_b1_t22_r2lilli"	"176.04"	"0.33"	"253.27"	"0.66"	"6.3"	"rise"	"19.234"	"161.67"	"1.05"	"278.32"	"1.4"	"9.4"	"rise"	"26.949"	"116.19"	"25.48"	"0"	"219.3"	"47.801"	"0"	0	"0"	"0"	424.95	"17.64"	"0"	"247.71"	"284.31"	2408.99	"0"	NA	17.6401728525233	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t23_r2_mimmi_nob"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t23"	"nob"	"leni_"	"mimmi"	"11_C01_b1_t23_r2mimmi"	"173.69"	"0.41"	"275.74"	"0.59"	"8"	"rise"	"43.6"	"172.66"	"1.2"	"206.56"	"1.45"	"3.1"	"rise"	"12.502"	"112.84"	"22.854"	"0"	"111.22"	"30.5"	"0"	0	"0"	"0"	0	"0"	"0"	"347.54"	"266.55"	2028.65	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"11_C01_b1_t24_r2_moni_bra"	"11"	"1b"	"r2"	"C01"	"young"	"b1"	"t24"	"bra"	"nelli"	"moni_"	"11_C01_b1_t24_r2moni_"	"166.01"	"0.45"	"234.73"	"0.67"	"6"	"rise"	"27.006"	"152.7"	"1.11"	"249.52"	"1.5"	"8.5"	"rise"	"21.877"	"121.15"	"27.065"	"0"	"200.88"	"41.146"	"0"	0	"0"	"0"	408.54	"16.697"	"0"	"303.03"	"338.05"	2446.78	"0"	NA	16.6970467308054	-0.2	-0.2	-0.2	0.8
"11_C02_b4_t01_r1_moni_bra"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t01"	"bra"	"nelli"	"moni_"	"11_C02_b4_t01_r1moni_"	"187.57"	"0.6"	"210.62"	"0.51"	"2.01"	"fall"	"-21.12"	"145.61"	"0.99"	"280.99"	"1.38"	"11.38"	"rise"	"29.489"	"119.43"	"32.846"	"0"	"181.9"	"38.142"	"0"	0	"0"	"0"	244.95	"11.127"	"0"	"268.69"	"268.2"	2201.4	"0"	NA	11.1270100844917	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t02_r1_mimmi_nob"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t02"	"nob"	"leni_"	"mimmi"	"11_C02_b4_t02_r1mimmi"	"174.74"	"0.34"	"274.62"	"0.79"	"7.83"	"rise"	"17.373"	"192.59"	"1.15"	"206.77"	"1.38"	"1.23"	"rise"	"5.41"	"106.7"	"18.972"	"0"	"111.99"	"32.791"	"0"	0	"0"	"0"	0	"0"	"0"	"255.57"	"260.27"	1972.8	"0"	NA	0	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t03_r1_lilli_bra"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t03"	"bra"	"moni_"	"lilli"	"11_C02_b4_t03_r1lilli"	"184.67"	"0.34"	"210.12"	"0.46"	"2.24"	"rise"	"18.417"	"172.38"	"0.96"	"267.55"	"1.25"	"7.61"	"rise"	"25.928"	"90.32"	"26.943"	"0"	"180.96"	"44.538"	"0"	0	"0"	"0"	266.08	"12.675"	"0"	"249.71"	"330.78"	2099.27	"0"	NA	12.6748822209625	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t04_r1_nelli_nob"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t04"	"nob"	"mimmi"	"nelli"	"11_C02_b4_t04_r1nelli"	"169.28"	"0.36"	"292.62"	"0.62"	"9.47"	"rise"	"35.953"	"161.99"	"1.18"	"194.69"	"1.37"	"3.18"	"rise"	"16.852"	"134.47"	"28.355"	"0"	"83.77"	"25.122"	"0"	0	"0"	"0"	0	"0"	"0"	"308.03"	"232.16"	1785.51	"0"	NA	0	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t05_r1_manni_bra"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t05"	"bra"	"lilli"	"manni"	"11_C02_b4_t05_r1manni"	"185.36"	"0.34"	"207.26"	"0.55"	"1.93"	"rise"	"9.173"	"141.84"	"0.98"	"271.46"	"1.31"	"11.24"	"rise"	"33.978"	"102.18"	"30.993"	"0"	"193.97"	"43.739"	"0"	0	"0"	"0"	312.9	"14.26"	"0"	"260.45"	"366.71"	2194.18	"0"	NA	14.2604526520158	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t06_r1_moni_nob"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t06"	"nob"	"nelli"	"moni_"	"11_C02_b4_t06_r1moni_"	"171.04"	"0.35"	"280.43"	"0.65"	"8.56"	"rise"	"28.792"	"178.58"	"1.06"	"213.62"	"1.27"	"3.1"	"rise"	"14.696"	"97.97"	"0"	"0"	"84.29"	"23.457"	"0"	0	"0"	"0"	0	"0"	"0"	"272.77"	"243.62"	1782.48	"0"	NA	0	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t07_r1_leni_bra"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t07"	"bra"	"manni"	"leni_"	"11_C02_b4_t07_r1leni_"	"176.13"	"0.32"	"206.24"	"0.59"	"2.73"	"rise"	"10.311"	"159.65"	"0.94"	"258.4"	"1.31"	"8.34"	"rise"	"22.445"	"91.1"	"25.357"	"0"	"170.13"	"37.99"	"0"	0	"0"	"0"	363.17	"15.576"	"0"	"231.24"	"389.04"	2331.58	"0"	NA	15.5761329227391	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t08_r1_nelli_bra"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t08"	"bra"	"mimmi"	"nelli"	"11_C02_b4_t08_r1nelli"	"172.35"	"0.34"	"343.11"	"0.67"	"11.92"	"rise"	"36.388"	"124.12"	"1.38"	"177.89"	"1.06"	"6.23"	"fall"	"-19.48"	"114.97"	"25.701"	"0"	"184.15"	"42.683"	"0"	0	"0"	"0"	362.53	"15.078"	"0"	"282.77"	"385.47"	2404.34	"0"	NA	15.0781503447932	-0.2	-0.2	-0.2	-0.2
"11_C02_b4_t09_r1_manni_nob"	"11"	"1b"	"r1"	"C02"	"child"	"b4"	"t09"	"nob"	"lilli"	"manni"	"11_C02_b4_t09_r1manni"	"174.31"	"0.34"	"305.41"	"0.66"	"9.71"	"rise"	"30.518"	"171.4"	"1.12"	"202.53"	"1.32"	"2.89"	"rise"	"14.23"	"100.17"	"24.024"	"0"	"93.88"	"23.977"	"0"	0	"0"	"0"	0	"0"	"0"	"250.34"	"273.07"	1747.63	"0"	NA	0	-0.2	-0.2	-0.2	-0.2
